Predicate,Count
P-Ordered_the_return_of,1
P-fell_under_regency_of,1
P-Connected_via_nationality,1
P-Connected_via_legacy,1
P-Educated_in,1
P-Rejoined_courtly_life_in,1
P-reflected_in,1
P-resigned_while_on_leave_in,1
P-adopted_son_of,1
P-inherited_income_from_estate_of,1
P-dedicated_statue_at,1
P-consecrated_by,1
P-efforts_disrupted_by,1
P-Released_with,1
P-practiced_at,1
P-spoke_about,1
P-is_Patron_Saint_of,1
P-Serves_as_seat_of,1
P-Context_of_interaction,1
P-Reviews_published_in,1
P-refused_by,1
P-Secured_second_place_in,1
P-Took_place_at,1
P-year_established,1
P-provided_platform_for,1
P-linked_via_marriage_to,1
P-is_an_archduke_of,1
P-Founded_through_merger_involving,1
P-Led_forces_that_defeated,1
P-Acting_on_behalf_of,1
P-Burial_site,1
P-Details,1
P-installed_by,1
P-used_for_events,1
P-Descendant_of,1
P-interrupted,1
P-Counteracted,1
P-Condemned,1
P-Participated_in_councils_in,1
P-Protested_Against,1
P-Ban,1
P-Confronted,1
P-Involved_in_ecclesiastical_affairs,1
P-is_attributed_to,1
P-Military_career_during,1
P-family_connected_to,1
P-Led_retreat_towards,1
P-Tasked,1
P-resulting_from,1
P-Tried_to_challenge,1
P-is_not_connected,1
P-Sought_Royal_Patronage_from,1
P-Connected_to_cultural_and_political_landscape_of,1
P-accompany,1
P-featured_collaboration_with,1
P-included_song,1
P-first_album_released_by,1
P-has_U.S._distribution_handled_by,1
P-Scholarship_on,1
P-touches_on,1
P-Had_significant_incident_with,1
P-Flight_destination,1
P-Mobilized_army_from,1
P-conducted_research_for,1
P-Worked_on_refining,1
P-was_buried_in,1
P-Planned_extension_to,1
P-tutored,1
P-Early_life_location,1
P-Tour_Location,1
P-Employee,1
P-Directed_film_featuring,1
P-Exiled_during,1
P-Has_ancestral_home,1
P-Seat,1
P-Center_of_governance,1
P-Governance_based_in,1
P-installed,1
P-ascended_to_the_throne_after,1
P-first_husband,1
P-second_husband,1
P-queen_of,1
P-opening_theme_for,1
P-Six-Year_Rule,1
P-Served_as_refuge_for,1
P-Capture_and_exile,1
P-Decline_under,1
P-Has_house_named,1
P-Reflects_experiences_in,1
P-Columnist_for,1
P-Not_awarded_by,1
P-Criteria_outlined_in,1
P-ControlledBy,1
P-held_position_of,1
P-was_speaker_of,1
P-Was_bishop_of,1
P-has_value,1
P-Fought_during,1
P-Lead_single,1
P-Reworked_for,1
P-artwork_featured_on,1
P-translated,1
P-Secured_pole_position,1
P-cultural_background,1
P-decision_influenced_by,1
P-band,1
P-documentary,1
P-Advice,1
P-painting_displayed_at,1
P-had_business_interests_in,1
P-supplies_water_to,1
P-source_river,1
P-contributed_introduction_to,1
P-Legacy_connects_to,1
P-Contributed_to_the_restoration_of,1
P-Contributed_to_the_production_of,1
P-provides_route_to,1
P-sings,1
P-performed_live,1
P-Punishment_for,1
P-is_by_artist,1
P-is_present_in,1
P-Deposed_following,1
P-Led_rebellion_at,1
P-draw_location,1
P-Campaign_in,1
P-Was_romantically_linked_to,1
P-triggered,1
P-excommunicated,1
P-recanted_as_bishop_after,1
P-Operated_across,1
P-sought_treatment_for,1
P-Caused_discontinuation_of,1
P-bomb_damage_during,1
P-distribution_affected_by,1
P-Occupied_by,1
P-Requested_political_asylum_in,1
P-Work_ties,1
P-is_the_resting_place_of,1
P-Involved_in_restoration_of,1
P-Position_as_diocesan_architect_for,1
P-Assumed_position_from,1
P-is_referring_to,1
P-Originally_chosen_to_host,1
P-Listed_among,1
P-Has_media_link_on,1
P-Operates_routes_to,1
P-Frequently_performed,1
P-Admires,1
P-Achieved_stardom_through,1
P-NamedAfter,1
P-was_issued_by,1
P-impacted_by,1
P-Reclaimed_Control_Of,1
P-Ended_By,1
P-Defeated_At,1
P-Returned_From,1
P-escaped_by,1
P-refused_to_aid,1
P-baptized_at,1
P-military_presence_at,1
P-was_active_in,1
P-Professional_interaction_with,1
P-co-founded_with,1
P-contributed_to_growth_of,1
P-editing_process,1
P-Led_to_establishment_of,1
P-Dedicated_to_preserving,1
P-Acknowledged_by,1
P-Led_military_reforms_by,1
P-Military_standing_undermined,1
P-Granted_refuge_to,1
P-Exposed_to,1
P-control,1
P-alignment,1
P-opposition,1
P-lost_control_of,1
P-contributed_vocals_alongside,1
P-associated_with_city,1
P-was_widespread_in,1
P-Strategic_decision_regarding,1
P-Abandoned,1
P-Burned,1
P-Left_behind,1
P-Imprisoned_in,1
P-led_to_decline,1
P-conducted_official_business_in,1
P-_Ambassador_to,1
P-Served_as_Prime_Minister_of,1
P-was_leader_during,1
P-has_title,1
P-Was_based_in,1
P-Military_leader_during,1
P-born_and_raised_in,1
P-Habsburg_Grand_Duke_of,1
P-managed_from,1
P-commander,1
P-date,1
P-engaged_in_battle_with,1
P-sampled_by,1
P-Competing_team,1
P-Engine_manufacturer,1
P-foundational_to,1
P-is_the_Archbishop_of,1
P-travelled_to,1
P-achieved_success_in_missionary_efforts_among,1
P-Direct_connection,1
P-Respects,1
P-declared,1
P-accompaniedBy,1
P-preparedFor,1
P-Tenure_as,1
P-_Located_in,1
P-Lost_outlet_to,1
P-RegainedFrom,1
P-MovedCapitalTo,1
P-Conquered,1
P-Occurred_before,1
P-Featured_character,1
P-Sought_to_resist,1
P-Power_center_of,1
P-contributed,1
P-reflects_break_from,1
P-Facing_opposition_from,1
P-Consolidated,1
P-husband_of,1
P-was_regent_of,1
P-expanded,1
P-governed,1
P-Zionist_views,1
P-lived_primarily_in,1
P-settled_permanently_in,1
P-Inheritance_from,1
P-Finished,1
P-Strategic_interest_in,1
P-Garrison_location,1
P-performed_live_at,1
P-Deleted_on,1
P-Associated_location,1
P-Jewish_community,1
P-born_into,1
P-Visited_by,1
P-Correspondent_in,1
P-Instance_of,1
P-Symbol_associated_with,1
P-Originally_a_B_side_of,1
P-Sailed_across,1
P-Received_gift_from,1
P-musical_influence,1
P-Reliant_on,1
P-Membership_grew_under,1
P-emphasized,1
P-drew_Inspiration_from,1
P-members_absorbed_into,1
P-Plotted_against,1
P-relocate_to,1
P-had_influence_on,1
Position,1
P-Negotiated_troop_withdrawals_with,1
P-had_son,1
P-served_as_Governor,1
P-was_centered_in,1
P-Crossed,1
P-Isolated,1
P-Allowed_isolation_of,1
P-is_active_in,1
P-was_a_survivor_of,1
P-drove_at,1
P-Shares_connection_with,1
P-Early_Career,1
P-Death_and_Legacy,1
P-Inducted_Alexis_Korner_into,1
P-Exiled,1
P-center_of,1
P-British_officer,1
P-Described_the_destruction_of,1
P-Key_position_against,1
P-Played_a_role_in_securing_permission_for,1
P-Destroyed_parts_of,1
P-Associated_with_cultural_heritage_of,1
P-Reigned_over,1
P-Suppressed,1
P-Bishop_in,1
P-king_of,1
P-suggested_featuring,1
P-Oversaw_projects_in,1
P-vicar_of,1
P-near_to,1
P-delivered_lecture_at,1
P-assassination_led_to,1
P-had_imperial_role_in,1
P-responded_to_by,1
P-has_persona,1
P-evacuated_due_to,1
P-Stayed_near,1
P-administrative_district_of,1
P-Descended_from,1
P-aborted,1
P-has_professional_relationship_with,1
P-Battled_for_position_with,1
P-opposition_from,1
P-Supreme_commander_of,1
P-resulted_in_defeat_for,1
P-advanced_towards,1
P-prepared_rendezvous_with,1
P-Studied_Medicine_in,1
P-Issued_on,1
P-Aimed_to_preserve,1
P-Reflected_the_goals_of,1
P-Carried_out_by,1
P-liberates,1
P-Did_not_acknowledge_as_own,1
P-reign_ended_in,1
P-confiscated,1
P-is_king_of,1
P-Affinity_for,1
P-is_Archbishop_of,1
P-Removed_by,1
P-Was_assisted_by,1
P-Commanded,1
P-Victorious_in,1
P-ledToSuccess,1
P-defending,1
P-action_location,1
P-played_the_role_of,1
P-doppelgänger,1
P-_Studied_at_,1
P-_Studied_in_,1
P-supportedBy,1
P-Jewish,1
P-Refused_Recognition_of,1
P-Under_Rule_of,1
P-Central_location,1
P-was_performed_live_at,1
P-Located_west_of,1
P-Stretches_from,1
P-location_of_event,1
P-pioneer_in,1
P-Previously_lived_in,1
P-Relocated_due_to,1
P-Performing_as,1
P-Was_an_agent_of,1
P-Provided_list_to,1
P-Distrusted,1
P-Restoration_Work,1
P-Military_Architecture,1
P-Exhibition_in_Paris,1
P-Surveils_and_controls,1
P-signed_on,1
P-became_monarch_of,1
P-Was_Archbishop_of,1
P-Tradition_connected_to,1
P-examined,1
P-contrasted_with,1
P-first_secretary,1
P-Experienced_growth_under,1
P-Connected_through_family_ties,1
P-Familial_connections,1
P-Was_father_of,1
P-Naturalized_citizen_of,1
P-Filmed_music_video_in,1
P-Struggled_against,1
P-Marched_towards,1
P-Aimed_to_reclaim,1
P-deposed_in,1
P-aimed_to_expose,1
P-Returned_to_Spain_following,1
P-Remained_an_important_center_for,1
P-Significance_as,1
P-is_an_inspiration_for,1
P-improved,1
P-Collided_with,1
P-Took_place_near,1
P-Conducted_rearguard_at,1
P-active_during,1
P-Empire,1
P-supporting_album,1
P-had_a_measured_approach_noted_by,1
P-sought_out,1
P-is_administrative_center_of,1
P-is_important_to,1
P-has_center_in,1
P-holds_position_as,1
P-crowned,1
P-initiated_restoration_of,1
P-has_headquarters_in,1
P-Has_spiritual_influence_in,1
P-Musically_connected_with,1
P-Reich_Minister_of_Armaments_and_Munitions,1
P-Legacy_associated_with,1
P-commemorated,1
P-Secured_place_for,1
P-servedAt,1
P-included_rendition_of,1
P-discovery,1
P-Had_direct_role_in,1
P-wrote_foreword_for,1
P-in_exile_in,1
P-Hit_status,1
P-Work_exhibited_in,1
P-Features_exhibition_of,1
P-Concert_venue,1
P-Has_artistic_endeavors_in,1
P-involved_country,1
P-tour_location,1
P-Champion_in,1
P-Victory_by,1
P-Advanced_towards,1
P-Architect_of,1
P-Authored_inscription_on,1
P-Includes_location,1
P-In_support_of,1
P-Reached_audience_in,1
P-Political_affiliation,1
P-Date_of_death,1
P-Influence_towards,1
P-Dominant_team,1
P-Dominant_driver,1
P-Faced_issues,1
P-Features_tribute,1
P-Features_logo,1
P-Exhumed,1
P-indirectly_connected_via_political_marriage_plans,1
P-District_of,1
P-HostedBy,1
P-Burial_at,1
P-responsible_for_overseeing,1
P-supported_projects_in,1
P-Served_as_officer_in,1
P-Resigned_while_on_leave_in,1
P-Exceeded_with,1
P-Renovated_for,1
P-Anniversary_of,1
P-disagrees_with,1
P-Retries_exceeded,1
P-Provided_platform_for,1
P-Reviewed_negatively_of,1
P-hospitalized_at,1
P-Inherits_income_from,1
P-Participates_in_ceremonies_in,1
P-Dedicating_statue_to,1
P-sought_support,1
P-Place_of_marriage,1
P-Became_king_in_year,1
P-Governance_location,1
P-has_sister,1
P-Failed_to_establish,1
P-Re-released,1
P-Worked_on_project,1
P-mentioned_through,1
P-passed_away_at,1
P-may_have_been_associated_with,1
P-Sailed_under,1
P-related_to_error_type,1
P-younger_brother,1
P-Secured_third_place,1
P-Results_in,1
P-reflects_theme_about,1
P-has_cultural_ties_to,1
P-Patron_Saint_Of,1
P-Granted_by,1
P-Grand_Duke_of,1
P-princess_of,1
P-brought_influence_to,1
P-ruling_Catholic_state,1
P-Known_for_style,1
P-Professional_activity_location,1
P-Publishes_in,1
P-Took_residence_in,1
P-Lost_territories_during,1
P-Filed_a_lawsuit_against,1
P-Had_errno,1
P-favoured,1
P-liturgical_component_of,1
P-used_in_work,1
P-connected_through_history_to,1
P-Last_appearance_in,1
P-Fatal_accident_location,1
P-Led_government_in,1
P-Headed_government_in,1
P-Accepted_commission_from,1
P-Became_a_professor_at,1
P-Originating_from,1
P-campaigns_in,1
P-opposing,1
P-Established_during,1
P-Sent_by,1
P-Missionary_to,1
P-Ruled_alongside,1
P-was_involved_in_restoration_of,1
P-was_challenged_by,1
P-remained_central_to,1
P-Mayor_of,1
P-Legacy_connected_to,1
P-experiences,1
P-crashed_at,1
P-dedicated_win_to,1
P-Became_citizen_of,1
P-was_Queen_consort_of,1
P-relatedTo,1
P-rulerOf,1
P-capitalOf,1
P-confronted,1
P-dwelled_in,1
P-Intersects,1
P-Connects_To,1
P-Affiliate_with,1
P-Attempted_to_regain_control,1
P-Under_authority_of,1
P-governorship,1
P-established_under,1
P-led_forces_against,1
P-played_role_in,1
P-retreated_to,1
P-assigned,1
P-regained_control_of,1
P-sculpted_by,1
P-became_queen_under,1
P-Registered_in,1
P-preserves_legacy_of,1
P-event_topic,1
P-Awarded_as,1
P-Setting_in,1
P-Proposed_title_related_to,1
P-composer_of,1
P-U.S._distribution_handled_by,1
P-disparaged,1
P-placed_second_alongside,1
P-criticism_reflects_perspective_on,1
P-Elected_from,1
P-_Archbishop_of,1
P-served_as_governor_of,1
P-First_single_from,1
P-Themes_related_to,1
P-Sent_animal_specimens_to,1
P-Drives_for,1
P-failed_to_establish,1
P-Destroyed_copies_of,1
P-Republished,1
P-Represent,1
P-dispatched_by,1
P-effort,1
P-sought_by,1
P-due_to,1
P-Casting_Decisions,1
P-was_a_finalist_for,1
P-location_of_work,1
P-Fighting_against,1
P-Mobilized_from,1
P-Reestablished_by,1
P-addressed_authenticity_of,1
P-conducted_research,1
P-performs_at,1
P-Refining,1
P-Family_owns,1
P-Has_planned_extension_to,1
P-emperor_of,1
P-led_a_campaign_for,1
P-Held_influence_at,1
P-Works_published_in,1
P-Organized_sepulture_of,1
P-Reconciled_with,1
P-began_work_on,1
P-primarily_associated_with,1
P-Early_racing_location,1
P-performed_as_part_of,1
P-_Married_at,1
P-Alignment_with,1
P-Ancestral_Home,1
P-Has_Agreement_With,1
P-fell_into_decline_following,1
P-oversaw_the_refoundation_of,1
P-installed_a_large_meridian_circle_in,1
P-Mastering_engineer_for,1
P-Remixes_by,1
P-Promotional_video_directed_by,1
P-Collaborations_with,1
P-seat_of,1
P-Strategic_role_in,1
P-Resonates_with,1
P-Identity_as,1
P-Beloved_icon_in,1
P-publication_location,1
P-is_main_character_of,1
P-disliked,1
P-reason_for_dislike,1
P-central_location_in_publication,1
P-Connected_via_marriage,1
P-Served_as_bishop_of,1
P-First_spouse_of,1
P-Second_spouse_of,1
P-Co_monarch_with,1
P-role_in_military_hierarchy,1
P-Opening_theme_of,1
P-Music_video_directed_by,1
P-Sought_refuge_with,1
P-Recorded_a_podium_finish_in,1
P-Works_influenced_by,1
P-Assisted_in_deposition_by,1
P-after,1
P-was_executed_in,1
P-Cultural_phenomenon,1
P-Notable_connection_to,1
P-is_a_boarding_house_at,1
P-did_not_award,1
P-Location_of_activity,1
P-served_by,1
P-Has_papers_in,1
P-Featured_driver,1
P-interaction_with,1
P-during_the_time_of,1
P-Ousted_from,1
P-expelled,1
P-refuge_location,1
P-writings_alongside,1
P-faction_division_with,1
P-is_the_patron_saint_of,1
P-served_as_bishop_of,1
P-Ousted_by,1
P-Maintained_a_significant_connection,1
P-Was_friends_with,1
P-Had_business_interests_in,1
P-targets,1
P-Followed_the_example_of,1
P-Platform_of,1
P-Significance_during_reign_of,1
P-Reigned_under,1
P-Implemented_reforms,1
P-Has_stained_glass_by,1
P-Has_marble_iconostasis_by,1
P-Signed_agreement_with,1
P-Exported_goods_to,1
P-Provided_machinery_to,1
P-exile,1
P-return_to,1
P-Population_recorded_in,1
P-Work_acquired_by,1
P-Displayed_in,1
P-Interfered_with,1
P-Sought_peace_terms_with,1
P-Flew_to,1
P-was_emperor_in,1
P-Referenced_by,1
P-participated_in_restoration_of,1
P-Were_active_in,1
P-administered_from,1
P-arrested_with,1
P-Indirectly_connected_through_naming_to,1
P-Machinery_reused_in,1
P-Ancestral_hometown_of,1
P-Associated_with_ship_construction_via,1
P-forced_to_leave,1
P-was_occupied_by,1
P-Aunt_of,1
P-work_part_of,1
P-Famous_in,1
P-Sought_to_align_with,1
P-connected_to_location,1
P-Originally_located_in,1
P-Now_located_in,1
P-reflects_presence_and_influence,1
P-located_southwest_of,1
P-Patronage,1
P-Directed_restoration,1
P-Helped_by,1
P-Led_against,1
P-Gathered_in,1
P-Proposal_accepted_by,1
P-Resigned_due_to,1
P-Became_Prime_Minister_of,1
P-Played_role_in_recognizing_union_by,1
P-Attended_ceremony_with,1
P-Operates_route_reaching,1
P-looked_up_to,1
P-Prevented_the_dedication_of_basilica_during_the_reign_of,1
P-Resumed_hostilities_against,1
P-Issued_by,1
P-Holy_Roman_Emperor,1
P-Deeply_connected_to,1
P-Played_a_crucial_role_in,1
P-Secured_residency_at,1
P-Struggles_against,1
P-Capitulates_to,1
P-Works_related_to,1
P-PerformedAs,1
P-Section_named_after,1
P-Betrothed_to,1
P-_Fell_in_love_with,1
P-Died_during,1
P-maintained_control,1
P-SpentEarlyLifeIn,1
P-WorkedIn,1
P-Driving_for,1
P-Rival,1
P-Complained_to,1
P-Was_from,1
P-Canonized,1
P-driven_out_by,1
P-regained_control_with,1
P-supplied_to,1
P-Eventually_reside_in,1
P-frequent_location,1
P-Career_began_in,1
P-hasAlbum,1
P-includesSongBy,1
P-reachedOnChart,1
P-Location_of_employment,1
P-Is_authority_on,1
P-Performed_live,1
P-Collaboration_on_cover_of,1
P-Favoured_aligning_with,1
P-Advocated_for_neutrality,1
P-Resignation_as,1
P-Strained_relations,1
P-Re-appointed_as,1
P-was_defeated_at,1
P-played_a_role_in_supporting,1
P-Represented_country_as_Ambassador,1
P-occupied,1
P-reestablished,1
P-Toured_with,1
P-Features_sample_from,1
P-displayed_at,1
P-spelled_as,1
P-Sampled_by,1
P-Aligns_with_themes_of,1
P-Architecture_related_to,1
P-is_historically_significant_for,1
P-Reigning_from,1
P-Music_video_references,1
P-widow_of,1
P-cousin_of,1
P-designed_based_on,1
P-namesake,1
P-Finished_second_in,1
P-Engine_built_by,1
P-marriage_celebration_location,1
P-place_of_residence,1
P-influence_on_architecture,1
P-governance_ties,1
P-Originally_started_by,1
P-Has_statue,1
P-changed_name_to,1
P-administers_orders_at,1
P-Expulsion_from,1
P-location_near,1
P-stranded_on,1
P-Doctorate_awarded_by,1
P-not_permitted_to_accompany,1
P-archbishop_of,1
P-deposed,1
P-has_works_at,1
P-worked_on_or_near,1
P-helped_establish_by,1
P-conducted,1
P-Spiritual_father_of,1
P-Center_for,1
P-Signed_in,1
P-failed_to_establish_a_new_connection,1
P-defeatedBy,1
P-movedCapitalTo,1
P-hasKeyLocation,1
P-Include_material_from,1
P-traveled_on,1
P-Had_influence_in,1
P-Leader_during,1
P-Killed,1
P-critique_of_urban_life_and_consumerism,1
P-Regent,1
Secretary_to,1
P-Godson_of,1
P-met_through,1
P-became_friends_with,1
P-Strategic_interest_of,1
P-Portal_deleted_on,1
P-wrote_article_in,1
P-contributed_articles_to,1
P-was_a_Middle_East_correspondent_for,1
P-Mentioned_by,1
P-Church_and_Court,1
P-Co-written_by,1
P-had_a_significant_connection_with,1
P-was_a_key_figure_in,1
P-buried,1
P-granted_honor_by,1
P-Tomb_location,1
P-PERFORMED_IN,1
P-SET_IN,1
P-FEATURES_FOOTAGE_FROM,1
P-LOCATED_IN,1
P-Failed_because_of,1
P-_Installed,1
P-has_airport_named_after,1
P-associated,1
P-Disbanded,1
P-sister-in-law_of,1
P-maintained_a_link_through_family_ties_and_role,1
P-Installed_after_assassination_of,1
P-aimed_to_restore,1
P-under_command_of,1
P-took_place_near,1
P-caused_isolation_of,1
P-retreated_toward,1
P-Indirectly_influenced_by,1
P-was_in,1
P-Ruled_as,1
P-constructed_under,1
P-Recaptured,1
P-MadeCapital,1
P-Inherited_empire_from,1
P-Connected_through_historical_context,1
P-Failed_due_to,1
P-Linked_through_nephew,1
P-Associated_with_motorsports_hub,1
P-held_position,1
P-Transferred_territory_to,1
P-Recognized_independence_of,1
P-Demilitarized,1
P-Ceded_to,1
P-Location_of_conclusion,1
P-Left_to,1
P-Crucial_to,1
P-essay_published_in,1
P-pen_name_of,1
P-wrote_response_in,1
P-Custom_models_produced_in,1
P-Song_title,1
P-within_commuting_distance_of,1
P-Alternate_version_called,1
P-Left_for,1
P-Military_leadership_led_to,1
